1632.02	-1305.7	cell_1
1589.47	-669.51	cell_2
1539.89	-1185.9	cell_3
1513.94	-710.24	cell_4
1477.85	-763.87	cell_5
1304.03	-1142.4	cell_6
1291.34	-957.71	cell_7
1282.49	-1725.4	cell_8
1218.73	-806.56	cell_9
1192.59	-1800.1	cell_10
1202.12	-1886	cell_11
1183.07	-950.97	cell_12
1162.46	-593.51	cell_13
1128.82	-1596.5	cell_14
1115.86	-1021.4	cell_15
1102.88	-1696	cell_16
1074.92	-391.16	cell_17
1045.9	-597.81	cell_18
1037.4	-1865.2	cell_19
1024.7	-469.54	cell_20
1017.8	-1636.6	cell_21
1006	-344.12	cell_22
992.9	-1293.3	cell_23
980.8	-1378.9	cell_24
938.6	-1594.2	cell_25
922.8	-822.23	cell_26
923.3	-560.36	cell_27
912.5	-742.3	cell_28
913.1	-1751.6	cell_29
882	-668.36	cell_30
810.5	-241.57	cell_31
800.9	-624.11	cell_32
802.4	-103.12	cell_33
798.2	-449.39	cell_34
752.7	-1342.6	cell_35
704.5	-407.86	cell_36
618.2	-894.7	cell_37
610.6	-1272.8	cell_38
612.9	-1363.8	cell_39
565.4	-421.27	cell_40
553.6	-271.42	cell_41
531.9	-1069	cell_42
460.6	-426.59	cell_43
417.4	-669.71	cell_44
359.3	-782.61	cell_45
348.1	-228.25	cell_46
354.2	-442.86	cell_47
341.4	-973.21	cell_48
321	-1201.2	cell_49
321.4	-854.77	cell_50
1924.97	-855.84	cell_51
1838.05	-469.57	cell_52
1831.19	-1090.2	cell_53
1801.58	-267.56	cell_54
1785.95	-981.25	cell_55
1769.95	-390.59	cell_56
1734.44	-1117	cell_57
1687.25	-520.51	cell_58
1664.57	-980.24	cell_59
1657.9	-799.96	cell_60
1508.52	-527.31	cell_61
1482.67	-621.1	cell_62
1369.49	-571.13	cell_63
1839.07	-1458	cell_64
1802.32	-1738.7	cell_65
1805	-1561.7	cell_66
1812.68	-1319.2	cell_67
1797.44	-1875.4	cell_68
1712.56	-1428.9	cell_69
1679.39	-152.2	cell_70
1649.39	-334.16	cell_71
1632.03	-1623.4	cell_72
1575.96	-228.45	cell_73
1575.84	-1829.6	cell_74
1556.42	-1741.8	cell_75
1566.09	-1418.1	cell_76
1551.13	-363.87	cell_77
1492.65	-291.89	cell_78
1474.76	-1745	cell_79
1466.01	-1617.6	cell_80
1449.26	-1238	cell_81
1457.75	-1875.9	cell_82
1457.65	-402.8	cell_83
1444.82	-238.72	cell_84
1440.75	-1298.3	cell_85
1427.06	-1401	cell_86
1414.83	-312.93	cell_87
1400.12	-448.36	cell_88
1357.53	-699.92	cell_89
1351.5	-1923.8	cell_90
1339.72	-370.94	cell_91
1298.05	-781.88	cell_92
1244.38	-191.29	cell_93
1232.85	-1960	cell_94
1228.13	-739.38	cell_95
1210.65	-374.81	cell_96
1208	-1502.4	cell_97
1171.89	-266	cell_98
1156.03	-1357.2	cell_99
1142.25	-446.9	cell_100
1109.02	-1308.9	cell_101
1124.85	-745.68	cell_102
1106.51	-1460.8	cell_103
1064.34	-799.79	cell_104
992.3	-996.9	cell_105
990.5	-886.81	cell_106
969.6	-1198.5	cell_107
956.3	-113.16	cell_108
939.4	-280.75	cell_109
907.5	-1444	cell_110
894.4	-234.96	cell_111
891.1	-404.65	cell_112
874.3	-1127	cell_113
786.5	-921.13	cell_114
775.7	-796.06	cell_115
490.8	-1336	cell_116
421.9	-1794.6	cell_117
270	-1383.3	cell_118
1915.47	-1378.7	cell_119
1896.97	-1547.5	cell_120
1811.07	-1634	cell_121
3248.83	-681.3	cell_122
3142.78	-773.77	cell_123
3121.48	-861.26	cell_124
3076.52	-682.46	cell_125
3023.19	-495.56	cell_126
3013.1	-594.86	cell_127
2990.89	-837.63	cell_128
2904.34	-667.59	cell_129
2865.11	-575.64	cell_130
2863.69	-830.55	cell_131
2773.15	-822.66	cell_132
2719.27	-926.19	cell_133
3561.82	-1601.6	cell_134
3523.37	-1354.5	cell_135
3495.02	-1800.3	cell_136
3492.02	-1675.2	cell_137
3423.84	-1597.6	cell_138
3420.45	-911.59	cell_139
3388.07	-1512.5	cell_140
3289.95	-1083.2	cell_141
3286.12	-1606.3	cell_142
3229.47	-1456.6	cell_143
3163.33	-1464.7	cell_144
3140.89	-1080.9	cell_145
3155.23	-1255.1	cell_146
3144.8	-1814.4	cell_147
3126.12	-1320.5	cell_148
3099.55	-376.66	cell_149
3054.52	-301.91	cell_150
3054.32	-1376.3	cell_151
3039.23	-1224.7	cell_152
3011.5	-407.08	cell_153
2997.63	-1439.6	cell_154
2906.28	-1660.6	cell_155
2897.63	-1213.6	cell_156
2869.05	-1581.2	cell_157
2865.05	-1496.8	cell_158
2853.74	-375.37	cell_159
2856.53	-451.05	cell_160
2847.87	-508.2	cell_161
2836.59	-1402.5	cell_162
2807.27	-1159.9	cell_163
2746.73	-1495.1	cell_164
2729.73	-366.94	cell_165
2729.87	-1388.5	cell_166
2722.57	-513.53	cell_167
2710.83	-1039.8	cell_168
2700.37	-289.92	cell_169
2686.47	-1555.4	cell_170
2657.27	-397.93	cell_171
2639.67	-1816.8	cell_172
2637.67	-1311.8	cell_173
2633.27	-1223.2	cell_174
2621.07	-1954.9	cell_175
2624.17	-1410.2	cell_176
2615.77	-1675.7	cell_177
2607.77	-1002.1	cell_178
2599.27	-1103.8	cell_179
2590.07	-247.23	cell_180
2583.17	-1534.7	cell_181
2569.37	-493.17	cell_182
2563.67	-176.2	cell_183
2543.37	-1197.8	cell_184
2528.47	-1370.7	cell_185
2530.87	-324.83	cell_186
2529.57	-1443.6	cell_187
2503.17	-427.71	cell_188
2501.77	-1535.1	cell_189
2463.47	-900.27	cell_190
2445.37	-224.88	cell_191
2421.67	-1461.1	cell_192
2414.97	-1021.7	cell_193
2408.07	-1117.7	cell_194
2413.27	-440.01	cell_195
2407.37	-1737.6	cell_196
2385.87	-945.65	cell_197
2364.97	-368.95	cell_198
2376.57	-561.77	cell_199
2323.37	-1802.9	cell_200
2332.07	-1326.7	cell_201
2309.97	-1687.2	cell_202
2296.57	-514.6	cell_203
2285.47	-1241.1	cell_204
2279.77	-861.75	cell_205
2251.07	-590.72	cell_206
2252.07	-743.94	cell_207
2247.57	-1463.2	cell_208
2240.87	-1109	cell_209
2226.67	-464.69	cell_210
2203.27	-918.22	cell_211
2197.37	-1748.9	cell_212
2162.97	-1205.4	cell_213
2153.47	-743.17	cell_214
2126.17	-1087.2	cell_215
2099.27	-856.63	cell_216
2104.27	-531.71	cell_217
2086.87	-1751.5	cell_218
2082.07	-653.89	cell_219
2083.87	-1625.7	cell_220
2067.77	-751.4	cell_221
2052.37	-1164.1	cell_222
2034.97	-1536.8	cell_223
1986.67	-1020.7	cell_224
1965.17	-918.24	cell_225
1876.87	-1046.5	cell_226
5195.67	-1033.1	cell_227
5159.8	-794.27	cell_228
5119.29	-892.49	cell_229
4970.61	-1037.7	cell_230
4997.85	-1174.9	cell_231
4899.09	-864.35	cell_232
4879.9	-1112.1	cell_233
4851.6	-1240.8	cell_234
4823.56	-1365.4	cell_235
4804.11	-713.46	cell_236
4721.72	-1351.7	cell_237
4682.87	-874.24	cell_238
4669.97	-1231.8	cell_239
4637.17	-1699.3	cell_240
4607.14	-1336	cell_241
4547.35	-568.71	cell_242
4537.9	-1744.9	cell_243
4510.15	-1145.7	cell_244
4483.3	-1047.9	cell_245
4442.22	-493.04	cell_246
4436.92	-999.3	cell_247
4418.12	-1623.1	cell_248
4406.42	-1437.8	cell_249
4392.42	-752.18	cell_250
4317.02	-490.18	cell_251
4240.52	-1073.6	cell_252
4243.82	-1585.5	cell_253
4222.32	-761.15	cell_254
4172.12	-529.72	cell_255
4192.32	-872.18	cell_256
4158.92	-800.37	cell_257
4094.92	-1122.9	cell_258
4082.02	-1281.7	cell_259
4032.92	-1487.7	cell_260
3993.32	-1168.7	cell_261
3968.02	-1620.9	cell_262
3946.22	-998.12	cell_263
3877.72	-906.57	cell_264
3829.02	-1769.8	cell_265
3810.52	-974.49	cell_266
3812.72	-1879.2	cell_267
3740.62	-1473.7	cell_268
3661.02	-873.9	cell_269
3673.02	-1327.8	cell_270
5210.52	-1507.3	cell_271
5074.16	-1522.7	cell_272
5049.17	-1655.5	cell_273
5024.13	-1415.4	cell_274
4952.79	-1309.2	cell_275
4929.39	-1484.8	cell_276
4888.54	-1668.2	cell_277
4759.77	-1474.1	cell_278
4016.92	-876.46	cell_279
3962.02	-1734.5	cell_280
3828.12	-1652.8	cell_281
3823.62	-1371.3	cell_282
5297.77	-707.72	cell_283
5288.5	-520.95	cell_284
5266.38	-623.17	cell_285
5149.68	-1818.8	cell_286
5134.28	-551.91	cell_287
5101.7	-633.05	cell_288
5019.92	-1820.3	cell_289
5016.97	-703.15	cell_290
5003.98	-573.52	cell_291
4872.74	-539.39	cell_292
4802.82	-420.87	cell_293
4800.77	-325.13	cell_294
4685.65	-1042.1	cell_295
4653.69	-300.32	cell_296
4630.36	-713.42	cell_297
4570.03	-756.36	cell_298
4554.35	-414.39	cell_299
4510.78	-257.98	cell_300
4278.02	-1904.6	cell_301
4219.92	-1273.9	cell_302
4218.32	-1803.1	cell_303
4212.72	-174.8	cell_304
4131.72	-1936	cell_305
3967.12	-695.89	cell_306
3950.32	-602.98	cell_307
3957.12	-212.18	cell_308
3943.12	-355.41	cell_309
3871.12	-496.92	cell_310
3774.32	-644.44	cell_311
3734.02	-374.85	cell_312
3632.42	-546.78	cell_313
3623.42	-411.24	cell_314
4253.22	-1202.5	cell_315
4170.42	-1411.1	cell_316
6953.87	-734.12	cell_317
6939.31	-1601.5	cell_318
6921.24	-1495.3	cell_319
6840.72	-1033.3	cell_320
6831.4	-723.27	cell_321
6835.25	-863.07	cell_322
6800.38	-1135.9	cell_323
6774.13	-1297.7	cell_324
6724.11	-701.05	cell_325
6709.27	-854.93	cell_326
6716.01	-352.2	cell_327
6687.35	-995.24	cell_328
6675.56	-1091.3	cell_329
6668.01	-1468.1	cell_330
6600.69	-1285.5	cell_331
6588.96	-1700.8	cell_332
6561.13	-653.28	cell_333
6521.45	-726.66	cell_334
6534.37	-1234	cell_335
6525.94	-877.47	cell_336
6479.36	-432.99	cell_337
6486.6	-1599.6	cell_338
6469.98	-1184	cell_339
6474.36	-1715.2	cell_340
6431.93	-966.9	cell_341
6422.09	-856.05	cell_342
6406.68	-716.81	cell_343
6399.85	-1873.1	cell_344
6395.82	-366.31	cell_345
6385.38	-1698	cell_346
6336.58	-1441.5	cell_347
6360.15	-985.08	cell_348
6359.06	-1559.7	cell_349
6356.29	-482.59	cell_350
6345.2	-859.35	cell_351
6323.91	-1768.8	cell_352
6315.73	-1052.8	cell_353
6306.06	-469.33	cell_354
6275.53	-1909.7	cell_355
6257.98	-699.51	cell_356
6241.22	-993.52	cell_357
6246.83	-475.36	cell_358
6233.12	-1725.6	cell_359
6214.46	-775.74	cell_360
6224.08	-914.75	cell_361
6229.47	-1374.1	cell_362
6198.16	-847.67	cell_363
6211.56	-1124.1	cell_364
6192.55	-499	cell_365
6201.32	-336.15	cell_366
6179.26	-1539.6	cell_367
6116.47	-1473.9	cell_368
6087.17	-904.01	cell_369
6072.37	-520.84	cell_370
6038.97	-413.05	cell_371
6038.87	-1345.6	cell_372
6017.67	-1487.5	cell_373
6005.87	-1010.8	cell_374
5996.07	-271.68	cell_375
5980.97	-475.72	cell_376
5989.77	-1259.8	cell_377
5971.07	-580.9	cell_378
5950.47	-1083.2	cell_379
5955.67	-1612.4	cell_380
5963.77	-748.67	cell_381
5923.57	-1758.6	cell_382
5918.57	-894.31	cell_383
5909.47	-1354	cell_384
5858.87	-1227.8	cell_385
5850.27	-536.66	cell_386
5804.97	-1534.4	cell_387
5807.27	-784.88	cell_388
5798.97	-432.49	cell_389
5773.97	-1147.6	cell_390
5739.27	-303.16	cell_391
5693.07	-808.9	cell_392
5669.27	-1609.4	cell_393
5664.17	-1101.1	cell_394
5647.17	-972.21	cell_395
5623.87	-1185.6	cell_396
5615.97	-1413.4	cell_397
5614.07	-1297.3	cell_398
5605.77	-762.65	cell_399
5595.37	-430.62	cell_400
5576.57	-1702.9	cell_401
5568.87	-592.77	cell_402
5567.07	-1867	cell_403
5544.67	-1413.6	cell_404
5525.57	-1781.4	cell_405
5533.77	-1137.3	cell_406
5502.67	-422.92	cell_407
5495.17	-1050.7	cell_408
5479.57	-1219.8	cell_409
5454.17	-843.53	cell_410
5444.27	-1895.4	cell_411
5396.57	-447.82	cell_412
5395.87	-538.71	cell_413
5386.37	-1185.9	cell_414
5359.97	-972.19	cell_415
5360.37	-325.14	cell_416
5388.07	-1581.5	cell_417
5350.27	-1802.9	cell_418
5294.27	-1108.7	cell_419
6633.67	-1596.6	cell_420
6480.8	-1298.9	cell_421
6408.49	-1352.2	cell_422
7552.12	429.62	cell_423
7530.35	184.72	cell_424
7502.43	609.95	cell_425
7488.42	262.72	cell_426
7461.32	-58.0799999999999	cell_427
7395.16	650.18	cell_428
7398.69	800.32	cell_429
7390.71	-97.78	cell_430
7360.07	388.12	cell_431
7318.74	581.52	cell_432
7295.59	6.81999999999994	cell_433
7248.82	72.52	cell_434
7261.23	-231.48	cell_435
7234.12	788.95	cell_436
7211.56	-19.28	cell_437
7209.17	-310.28	cell_438
7160.63	295.62	cell_439
7137.62	36.9200000000001	cell_440
7124.44	843.65	cell_441
7108.25	-24.5799999999999	cell_442
7100.08	525.3	cell_443
7015.45	458.09	cell_444
7023.28	865.12	cell_445
7003.05	238.12	cell_446
6944.04	385.52	cell_447
6918.81	-38.78	cell_448
6895.21	412.42	cell_449
6875.36	-256.58	cell_450
6870.82	681.8	cell_451
6881.56	91.3199999999999	cell_452
6838.85	423.02	cell_453
6825.93	223.82	cell_454
6789.47	-72.98	cell_455
6729.67	-266.48	cell_456
6732.57	923.04	cell_457
6716.77	297.22	cell_458
6690.27	1077.03	cell_459
6669.17	-19.48	cell_460
6665.47	714.33	cell_461
6624.57	889.06	cell_462
6615.87	1036.35	cell_463
6621.07	-312.98	cell_464
6615.17	788.88	cell_465
6571.67	847.55	cell_466
6541.77	48.72	cell_467
6536.77	733.59	cell_468
6528.47	787.31	cell_469
6520.87	1004.28	cell_470
6467.07	1080.17	cell_471
6467.47	-88.78	cell_472
6453.07	689.88	cell_473
6408.47	826.31	cell_474
6368.87	-221.88	cell_475
6358.77	379.52	cell_476
6360.87	-35.3800000000001	cell_477
6338.87	85.6199999999999	cell_478
6329.07	225.72	cell_479
6312.77	871.45	cell_480
6297.37	979.4	cell_481
6205.07	-130.38	cell_482
6202.27	360.72	cell_483
6139.57	-28.98	cell_484
6130.87	240.42	cell_485
7421.66	563.61	cell_486
7384.47	500.31	cell_487
7342.48	921.66	cell_488
7253.27	936.48	cell_489
7253.4	263.72	cell_490
7237.37	200.32	cell_491
7224.04	382.12	cell_492
7206.83	631.2	cell_493
7125.99	167.42	cell_494
6992.58	103.02	cell_495
6704.27	-124.68	cell_496
6666.77	378.82	cell_497
6589.07	505.09	cell_498
6560.97	-105.98	cell_499
6521.87	357.02	cell_500
6515.97	590.03	cell_501
6482.57	798.99	cell_502
6399.67	-153.58	cell_503
6395.27	-311.48	cell_504
6290.07	-200.78	cell_505
6285.57	547.12	cell_506
6252.67	678.91	cell_507
6241.27	787.18	cell_508
6256.27	-289.88	cell_509
6207.27	565.81	cell_510
6139.17	670.56	cell_511
7406.31	1036.95	cell_512
6847.45	1179.46	cell_513
6662.67	1207.87	cell_514
6645.07	-519.38	cell_515
6367.17	1240.76	cell_516
6132.47	1002.12	cell_517
6036.27	966.46	cell_518
6028.17	798.77	cell_519
5980.97	308.12	cell_520
5931.57	1141.04	cell_521
5921.07	981.4	cell_522
5899.27	382.42	cell_523
